,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
34,35,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,60.0,7313,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Excellent,Excellent,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,246.0,Excellent,Average/Typical,Poured Contrete,Excellent,Typical,No,Good Living Quarters,1153,Unfinshed,0,408,1561,Gas forced warm air furnace,Excellent,Yes,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Paved,203,47,0,0,0,0,No Pool,No Fence,None,0,8,2007,Warranty Deed - Conventional,Normal,277500
35,36,2-STORY 1946 & NEWER,Residential Low Density,108.0,13418,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,Two story,Very Good,Very Good,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,132.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Av,Unfinshed,0,Unfinshed,0,1117,1117,Gas forced warm air furnace,Excellent,Yes,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Good,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Paved,113,32,0,0,0,0,No Pool,No Fence,None,0,9,2006,Warranty Deed - Conventional,Normal,309000
36,37,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,112.0,10859,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Average,Average,1994,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1097,1097,Gas forced warm air furnace,Excellent,Yes,SBrkr,1097,0,0,1097,0,0,1,1,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1995.0,Unf,2,672,TA,TA,Paved,392,64,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,145000
37,38,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74.0,8532,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1954,1990,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,650.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,1213,Unfinshed,0,84,1297,Gas forced warm air furnace,Good,Yes,SBrkr,1297,0,0,1297,0,1,1,0,3,1,Typical/Average,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,10,2009,Warranty Deed - Conventional,Normal,153000
38,39,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,7922,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1953,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,No,Good Living Quarters,731,Unfinshed,0,326,1057,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Good,5,Typ,0,No Fireplace,Detchd,1953.0,Unf,1,246,TA,TA,Paved,0,52,0,0,0,0,No Pool,No Fence,None,0,1,2010,Warranty Deed - Conventional,Abnorml,109000
39,40,DUPLEX - ALL STYLES AND AGES,Residential Low Density,65.0,6040,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Duplex,One story,Below Average,Below Average,1955,1955,Gable,Standard (Composite) Shingle,Asbestos Shingles,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Gas forced warm air furnace,Average/Typical,No,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fair,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2008,Warranty Deed - Conventional,AdjLand,82000
40,41,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,84.0,8658,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Above Average,Above Average,1965,1965,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,101.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,643,Unfinshed,0,445,1088,Gas forced warm air furnace,Excellent,Yes,SBrkr,1324,0,0,1324,0,0,2,0,3,1,Typical/Average,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Paved,0,138,0,0,0,0,No Pool,Good Wood,None,0,12,2006,Warranty Deed - Conventional,Abnorml,160000
41,42,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,115.0,16905,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,1Fam,One story,Average,Average,1959,1959,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,Gd,Below Average Living Quarters,967,Unfinshed,0,383,1350,Gas forced warm air furnace,Good,Yes,SBrkr,1328,0,0,1328,0,1,1,1,2,1,Typical/Average,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,Partial Pavement,0,104,0,0,0,0,No Pool,No Fence,None,0,7,2007,Warranty Deed - Conventional,Normal,170000
42,43,SPLIT FOYER,Residential Low Density,70.04995836802665,9180,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,1Fam,Split Foyer,Average,Average,1983,1983,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Av,Average Living Quarters,747,Low Quality,93,0,840,Gas forced warm air furnace,Good,Yes,SBrkr,884,0,0,884,1,0,1,0,2,1,Good,5,Typ,0,No Fireplace,Attchd,1983.0,RFn,2,504,TA,Gd,Paved,240,0,0,0,0,0,No Pool,Minimum Privacy,None,0,12,2007,Warranty Deed - Conventional,Normal,144000
43,44,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,9200,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Average,Average,1975,1980,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Av,Low Quality,280,Below Average Living Quarters,491,167,938,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,938,0,0,938,1,0,1,0,3,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1977.0,Unf,1,308,TA,TA,Paved,145,0,0,0,0,0,No Pool,Minimum Privacy,None,0,7,2008,Warranty Deed - Conventional,Normal,130250
44,45,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7945,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1959,1959,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,Gas forced warm air furnace,Excellent,Yes,FuseA,1150,0,0,1150,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1959.0,RFn,1,300,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,5,2006,Warranty Deed - Conventional,Normal,141000
45,46,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,61.0,7658,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Excellent,Excellent,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,412.0,Excellent,Average/Typical,Poured Contrete,Excellent,Typical,No,Good Living Quarters,456,Unfinshed,0,1296,1752,Gas forced warm air furnace,Excellent,Yes,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Paved,196,82,0,0,0,0,No Pool,No Fence,None,0,2,2010,Warranty Deed - Conventional,Normal,319900
46,47,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,48.0,12822,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Good,Good,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,No,Good Living Quarters,1351,Unfinshed,0,83,1434,Gas forced warm air furnace,Excellent,Yes,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Paved,168,43,0,0,198,0,No Pool,No Fence,None,0,8,2009,Warranty Deed - Conventional,Abnorml,239686
47,48,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,84.0,11096,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,One story,Very Good,Very Good,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,24,Unfinshed,0,1632,1656,Gas forced warm air furnace,Excellent,Yes,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Good,7,Typ,0,No Fireplace,Attchd,2006.0,RFn,3,826,TA,TA,Paved,0,146,0,0,0,0,No Pool,No Fence,None,0,7,2007,Warranty Deed - Conventional,Normal,249700
48,49,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,33.0,4456,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,2fmCon,Two story,Below Average,Below Average,1920,2008,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Typical,No,Unfinshed,0,Unfinshed,0,736,736,Gas forced warm air furnace,Good,Yes,SBrkr,736,716,0,1452,0,0,2,0,2,3,Typical/Average,8,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,0,102,0,0,0,No Pool,No Fence,None,0,6,2009,Home just constructed and sold,Partial,113000
49,50,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,7742,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,1Fam,One story,Average,Average,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,763,Unfinshed,0,192,955,Gas forced warm air furnace,Excellent,Yes,SBrkr,955,0,0,955,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1966.0,Unf,1,386,TA,TA,Paved,0,0,0,0,0,0,No Pool,Minimum Privacy,None,0,1,2007,Warranty Deed - Conventional,Normal,127000
50,51,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,13869,Paved,No alley access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Two story,Above Average,Above Average,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,182,Unfinshed,0,612,794,Gas forced warm air furnace,Good,Yes,SBrkr,794,676,0,1470,0,1,2,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1997.0,Fin,2,388,TA,TA,Paved,0,75,0,0,0,0,No Pool,No Fence,None,0,7,2007,Warranty Deed - Conventional,Normal,177000
51,52,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52.0,6240,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Above Average,Above Average,1934,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical,Typical,No,Unfinshed,0,Unfinshed,0,816,816,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,816,0,360,1176,0,0,1,0,3,1,Typical/Average,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Paved,112,0,0,0,0,0,No Pool,Minimum Privacy,Shed,400,9,2006,Warranty Deed - Conventional,Normal,114500
52,53,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,110.0,8472,Gravel,No alley access,Moderately Irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Iowa DOT and Rail Road,Within 200' of North-South Railroad,Normal,Duplex,One story,Average,Average,1963,1963,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Fair,Average/Typical,Cinder Block,Good,Typical,Gd,Low Quality,104,Good Living Quarters,712,0,816,Gas forced warm air furnace,Average/Typical,No,SBrkr,816,0,0,816,1,0,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,CarPort,1963.0,Unf,2,516,TA,TA,Paved,106,0,0,0,0,0,No Pool,No Fence,None,0,5,2010,Warranty Deed - Conventional,Normal,110000
53,54,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,50271,Paved,No alley access,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Veenker,Normal,Normal,1Fam,One story,Excellent,Excellent,1981,1987,Gable,Wood Shingles,Wood Shingles,Wd Shng,None,0.0,Good,Average/Typical,Cinder Block,Excellent,Typical,Gd,Good Living Quarters,1810,Unfinshed,0,32,1842,Gas forced warm air furnace,Good,Yes,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Good,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Paved,857,72,0,0,0,0,No Pool,No Fence,None,0,11,2006,Warranty Deed - Conventional,Normal,385000
54,55,SPLIT OR MULTI-LEVEL,Residential Low Density,60.0,7134,Paved,No alley access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,NAmes,Normal,Normal,1Fam,Split Level,Average,Average,1955,1955,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,384,Unfinshed,0,0,384,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1360,0,0,1360,0,0,1,0,3,1,Typical/Average,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Paved,0,50,0,0,0,0,No Pool,Minimum Privacy,None,0,2,2007,Warranty Deed - Conventional,Normal,130000
55,56,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100.0,10175,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Above Average,Above Average,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,272.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,490,Unfinshed,0,935,1425,Gas forced warm air furnace,Good,Yes,SBrkr,1425,0,0,1425,0,0,2,0,3,1,Typical/Average,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Paved,0,0,0,407,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,180500
56,57,2-STORY PUD - 1946 & NEWER,Floating Village Residential,24.0,2645,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Twnhs,Two story,Very Good,Very Good,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,456.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,649,Unfinshed,0,321,970,Gas forced warm air furnace,Excellent,Yes,SBrkr,983,756,0,1739,1,0,2,1,3,1,Good,7,Typ,0,No Fireplace,Attchd,1999.0,Fin,2,480,TA,TA,Paved,115,0,0,0,0,0,No Pool,No Fence,None,0,8,2009,Warranty Deed - Conventional,Abnorml,172500
57,58,2-STORY 1946 & NEWER,Residential Low Density,89.0,11645,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,860,860,Gas forced warm air furnace,Excellent,Yes,SBrkr,860,860,0,1720,0,0,2,1,3,1,Good,7,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,565,TA,TA,Paved,0,70,0,0,0,0,No Pool,No Fence,None,0,8,2006,Warranty Deed - Conventional,Normal,196500
58,59,2-STORY 1946 & NEWER,Residential Low Density,66.0,13682,Paved,No alley access,Moderately Irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Stone Brook,Normal,Normal,1Fam,Two story,Very Excellent,Very Excellent,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1031.0,Excellent,Average/Typical,Poured Contrete,Excellent,Typical,Gd,Unfinshed,0,Unfinshed,0,1410,1410,Gas forced warm air furnace,Excellent,Yes,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Good,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Paved,192,0,37,0,0,0,No Pool,No Fence,None,0,10,2006,Home just constructed and sold,Partial,438780
59,60,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,No alley access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Average,Average,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Average Living Quarters,632,Unfinshed,0,148,780,Gas forced warm air furnace,Excellent,Yes,SBrkr,780,0,0,780,0,0,1,0,2,1,Typical/Average,4,Typ,0,No Fireplace,Detchd,1973.0,Unf,1,352,TA,TA,Paved,196,0,0,0,0,0,No Pool,Minimum Privacy,None,0,1,2008,Warranty Deed - Conventional,Normal,124900
60,61,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63.0,13072,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Adjacent to East-West Railroad,Normal,1Fam,One story,Above Average,Above Average,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Average Living Quarters,941,Unfinshed,0,217,1158,Gas forced warm air furnace,Excellent,Yes,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Good,5,Typ,0,No Fireplace,Detchd,2006.0,Unf,2,576,TA,TA,Paved,0,50,0,0,0,0,No Pool,No Fence,None,0,5,2006,Home just constructed and sold,Partial,158000
61,62,2-1/2 STORY ALL AGES,Residential Medium Density,60.0,7200,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,1Fam,Two and one-half story: 2nd level unfinished,Average,Average,1920,1996,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Fair,No,Unfinshed,0,Unfinshed,0,530,530,Gas forced warm air furnace,Average/Typical,No,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fair,6,Typ,0,No Fireplace,Detchd,1935.0,Unf,1,288,TA,TA,Dirt/Gravel,0,0,144,0,0,0,No Pool,No Fence,None,0,3,2007,Warranty Deed - Conventional,Normal,101000
62,63,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,44.0,6442,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Very Good,Very Good,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,178.0,Good,Average/Typical,Poured Contrete,Good,Good,Mn,Good Living Quarters,24,Unfinshed,0,1346,1370,Gas forced warm air furnace,Excellent,Yes,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Good,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Paved,120,49,0,0,0,0,No Pool,No Fence,None,0,10,2007,Warranty Deed - Conventional,Normal,202500
63,64,2-STORY 1945 & OLDER,Residential Medium Density,50.0,10300,Paved,No alley access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to North-South Railroad,Adjacent to feeder street,1Fam,Two story,Good,Good,1921,1950,Gable,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Typical,No,Unfinshed,0,Unfinshed,0,576,576,Gas forced warm air furnace,Good,Yes,SBrkr,902,808,0,1710,0,0,2,0,3,1,Typical/Average,9,Typ,0,No Fireplace,Detchd,1990.0,Unf,2,480,TA,TA,Paved,12,11,64,0,0,0,No Pool,Good Privacy,None,0,4,2010,Warranty Deed - Conventional,Normal,140000
64,65,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,9375,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,1997,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,573.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,739,Unfinshed,0,318,1057,Gas forced warm air furnace,Excellent,Yes,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Good,8,Typ,0,No Fireplace,Attchd,1998.0,RFn,2,645,TA,TA,Paved,576,36,0,0,0,0,No Pool,Good Privacy,None,0,2,2009,Warranty Deed - Conventional,Normal,219500
65,66,2-STORY 1946 & NEWER,Residential Low Density,76.0,9591,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,Two story,Very Good,Very Good,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,344.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Av,Unfinshed,0,Unfinshed,0,1143,1143,Gas forced warm air furnace,Excellent,Yes,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Good,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Paved,192,151,0,0,0,0,No Pool,No Fence,None,0,10,2007,Warranty Deed - Conventional,Normal,317000
66,67,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,19900,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to postive off-site feature,Normal,1Fam,One story,Good,Good,1970,1989,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,287.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Gd,Good Living Quarters,912,Unfinshed,0,1035,1947,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,2207,0,0,2207,1,0,2,0,3,1,Typical/Average,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Paved,301,0,0,0,0,0,No Pool,No Fence,None,0,7,2010,Warranty Deed - Conventional,Normal,180000
